title,company,company_url,tags,date_posted,salary,job_url
"Lead Software Engineer, Capital One Shopping (Remote)",Capital One,https://www.devjobsscanner.com/company/capital one,"['lead', 'startup', 'build', 'javascript', 'python', 'typescript']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby91akVEUUxiIiwiam9iSWQiOiI1ZjEzM2ExZS05YzYzLTQzOTgtYmZiZS01ZDZhNjQ1MGZjMTIiLCJqb2JUaXRsZSI6IkxlYWQgU29mdHdhcmUgRW5naW5lZXIsIENhcGl0YWwgT25lIFNob3BwaW5nIChSZW1vdGUpIiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9jcnFBNFViIiwiam9iSWQiOiJhZmVjNTk5Yy0yZmE2LTQxMmYtYWExOC1kMTE2ZGExNTMxYTQiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9aWktRYmtiIiwiam9iSWQiOiI4YjVjMWZmYi0xMzgyLTQ0MDYtYmM3Yy00M2YwMjM1MmFhNmYiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9GUEhQV09iIiwiam9iSWQiOiJlOWViMzY2Ni04MDdhLTRiNGYtODc3NS02NWFiOWEwODBlMzYiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9GeFd4YUZiIiwiam9iSWQiOiJkZjBlNzE5Yy1iMTE5LTQ1NjctYjE0Ni0wOTY2NDI2MzMyZDkiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9VdktKb09iIiwiam9iSWQiOiJmMzhlNDg0ZC00ZTAwLTQ2YmEtYmRjYS0xMjM4YzM2Y2ViMDAiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Senior ServiceNow Custom App Developer DHS (Remote),ICF,https://www.devjobsscanner.com/company/icf,"['Support', 'ITIL', 'JavaScript', 'Security', 'ServiceNow']",1 week ago,$85K-144K,https://devitjobs.us/jobs/ICF-Senior-ServiceNow-Custom-App-Developer-DHS-Remote?utm_source=devjobsscanner
Senior ServiceNow ITBM and SPM Developer,ICF,https://www.devjobsscanner.com/company/icf,"['CMS', 'HTML5', 'ITIL', 'JSON', 'JavaScript', 'REST', 'SOAP', 'Security', 'ServiceNow', 'jQuery', 'UX UI Design']",1 week ago,$83K-141K,https://devitjobs.us/jobs/ICF-Senior-ServiceNow-ITBM-and-SPM-Developer?utm_source=devjobsscanner
Full Stack Engineer FTE,Linkitall LLC,https://www.devjobsscanner.com/company/linkitall llc,"['AWS', 'C#', 'Cloud', 'CSS', 'JavaScript', 'MySQL', 'PostgreSQL', 'Python', 'React', 'Ruby', 'Security', 'Serverless', 'Web', 'ASP.NET']",1 week ago,$100K-120K,https://devitjobs.us/jobs/Linkitall-LLC-Full-Stack-Engineer-FTE?utm_source=devjobsscanner
NestJS Developer,"Business Performance Systems, LLC","https://www.devjobsscanner.com/company/business performance systems, llc","['Architect', 'Backend', 'CSS', 'GitHub', 'HTTP', 'JSON', 'NestJS', 'RPA', 'React', 'Selenium', 'TypeScript', 'Web', 'XML', 'DDD']",1 week ago,$104K-166K,https://devitjobs.us/jobs/Business-Performance-Systems-LLC-NestJS-Developer?utm_source=devjobsscanner
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://ca.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918956049?position=4&pageNum=82&refId=o5Fir2Hl1NbqZJIDVZDTTg%3D%3D&trackingId=9C369v4uC7ZvlIG362ZzPg%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://ca.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918952607?position=10&pageNum=77&refId=rIp8uk7Zb7YJ%2FIoM6gjThA%3D%3D&trackingId=4%2BR9sWdqi6VNsYdqYbI%2BSg%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://ee.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918952164?position=7&pageNum=2&refId=%2BlzGQBFIZNr%2F77X2aCLJwg%3D%3D&trackingId=NwmYBAuw6pdZbJvt7BUl%2FA%3D%3D&trk=public_jobs_jserp-result_search-card
"Back End Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://se.linkedin.com/jobs/view/back-end-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918952649?position=2&pageNum=95&refId=gkhd25N%2BusYKXmVi%2Ftc6hQ%3D%3D&trackingId=Df2REZr6HIyqEOi59JTEXQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Back End Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://jp.linkedin.com/jobs/view/back-end-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918955247?position=2&pageNum=92&refId=M%2F%2B%2FfR2XZRE3Q7c%2BcUH98Q%3D%3D&trackingId=fImG1FN3mqOKjFysIccDkw%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://jp.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918958006?position=4&pageNum=62&refId=zFLlHYOklNghNqc5H5wHeg%3D%3D&trackingId=WD%2B0Wti%2FEdhUVqRVIFR%2FCQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://jp.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918956027?position=6&pageNum=45&refId=c3IIxVPPuCAd6X%2B9eAfStA%3D%3D&trackingId=UcpNg1sflvPcannqUbWp9Q%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://mx.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918951923?position=2&pageNum=60&refId=11dLN08Bn3KEU19lv2RyJw%3D%3D&trackingId=bNTnSuMHG9M9TSPyAEdjcQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Development Team Lead, gt.school (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,['lead'],1 week ago,Not mentioned,https://ar.linkedin.com/jobs/view/development-team-lead-gt-school-remote-%24100-000-year-usd-at-crossover-3918949522?position=7&pageNum=40&refId=6UvPAwIoDVN26%2BwNoBzz7Q%3D%3D&trackingId=W2om2ebZp74ceBYLiXAL1A%3D%3D&trk=public_jobs_jserp-result_search-card
Software Development Engineer in Test (Remote Canada),Milk Moovement,https://www.devjobsscanner.com/company/milk moovement,[],1 week ago,Not mentioned,https://www.glassdoor.com/partner/jobListing.htm?pos=338&ao=1136043&s=58&guid=0000018f70da9400a9dd451b642c35d5&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_ebf9e050&cb=1715585324501&jobListingId=1009124516931&jrtk=5-yul1-0-1htodl51oj33d805-acafb3b76c0b8a5c
"Lead Software Engineer, Capital One Shopping (Remote)",Capital One,https://www.devjobsscanner.com/company/capital one,"['lead', 'startup', 'build', 'javascript', 'python', 'typescript']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby91akVEUUxiIiwiam9iSWQiOiI1ZjEzM2ExZS05YzYzLTQzOTgtYmZiZS01ZDZhNjQ1MGZjMTIiLCJqb2JUaXRsZSI6IkxlYWQgU29mdHdhcmUgRW5naW5lZXIsIENhcGl0YWwgT25lIFNob3BwaW5nIChSZW1vdGUpIiwiam9iVHlwZSI6InByb2dyYW1tYXRpYyJ9
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9jcnFBNFViIiwiam9iSWQiOiJhZmVjNTk5Yy0yZmE2LTQxMmYtYWExOC1kMTE2ZGExNTMxYTQiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9aWktRYmtiIiwiam9iSWQiOiI4YjVjMWZmYi0xMzgyLTQ0MDYtYmM3Yy00M2YwMjM1MmFhNmYiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9GUEhQV09iIiwiam9iSWQiOiJlOWViMzY2Ni04MDdhLTRiNGYtODc3NS02NWFiOWEwODBlMzYiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9GeFd4YUZiIiwiam9iSWQiOiJkZjBlNzE5Yy1iMTE5LTQ1NjctYjE0Ni0wOTY2NDI2MzMyZDkiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Sr. Software Engineer - C++ Go Python - Remote,Comcast Corporation,https://www.devjobsscanner.com/company/comcast corporation,"['video', 'data', 'design', 'build', 'c++', 'go', 'python']",1 week ago,Not mentioned,https://www.dice.com/apply-redirect?eyJjb25maWd1cmVkVXJsIjoiaHR0cHM6Ly9kc3AucHJuZy5jby9VdktKb09iIiwiam9iSWQiOiJmMzhlNDg0ZC00ZTAwLTQ2YmEtYmRjYS0xMjM4YzM2Y2ViMDAiLCJqb2JUaXRsZSI6IlNyLiBTb2Z0d2FyZSBFbmdpbmVlciAtIEMrKyBHbyBQeXRob24gLSBSZW1vdGUiLCJqb2JUeXBlIjoicHJvZ3JhbW1hdGljIn0=
Senior ServiceNow Custom App Developer DHS (Remote),ICF,https://www.devjobsscanner.com/company/icf,"['Support', 'ITIL', 'JavaScript', 'Security', 'ServiceNow']",1 week ago,$85K-144K,https://devitjobs.us/jobs/ICF-Senior-ServiceNow-Custom-App-Developer-DHS-Remote?utm_source=devjobsscanner
Senior ServiceNow ITBM and SPM Developer,ICF,https://www.devjobsscanner.com/company/icf,"['CMS', 'HTML5', 'ITIL', 'JSON', 'JavaScript', 'REST', 'SOAP', 'Security', 'ServiceNow', 'jQuery', 'UX UI Design']",1 week ago,$83K-141K,https://devitjobs.us/jobs/ICF-Senior-ServiceNow-ITBM-and-SPM-Developer?utm_source=devjobsscanner
Full Stack Engineer FTE,Linkitall LLC,https://www.devjobsscanner.com/company/linkitall llc,"['AWS', 'C#', 'Cloud', 'CSS', 'JavaScript', 'MySQL', 'PostgreSQL', 'Python', 'React', 'Ruby', 'Security', 'Serverless', 'Web', 'ASP.NET']",1 week ago,$100K-120K,https://devitjobs.us/jobs/Linkitall-LLC-Full-Stack-Engineer-FTE?utm_source=devjobsscanner
NestJS Developer,"Business Performance Systems, LLC","https://www.devjobsscanner.com/company/business performance systems, llc","['Architect', 'Backend', 'CSS', 'GitHub', 'HTTP', 'JSON', 'NestJS', 'RPA', 'React', 'Selenium', 'TypeScript', 'Web', 'XML', 'DDD']",1 week ago,$104K-166K,https://devitjobs.us/jobs/Business-Performance-Systems-LLC-NestJS-Developer?utm_source=devjobsscanner
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://ca.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918956049?position=4&pageNum=82&refId=o5Fir2Hl1NbqZJIDVZDTTg%3D%3D&trackingId=9C369v4uC7ZvlIG362ZzPg%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://ca.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918952607?position=10&pageNum=77&refId=rIp8uk7Zb7YJ%2FIoM6gjThA%3D%3D&trackingId=4%2BR9sWdqi6VNsYdqYbI%2BSg%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://ee.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918952164?position=7&pageNum=2&refId=%2BlzGQBFIZNr%2F77X2aCLJwg%3D%3D&trackingId=NwmYBAuw6pdZbJvt7BUl%2FA%3D%3D&trk=public_jobs_jserp-result_search-card
"Back End Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://se.linkedin.com/jobs/view/back-end-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918952649?position=2&pageNum=95&refId=gkhd25N%2BusYKXmVi%2Ftc6hQ%3D%3D&trackingId=Df2REZr6HIyqEOi59JTEXQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Back End Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://jp.linkedin.com/jobs/view/back-end-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918955247?position=2&pageNum=92&refId=M%2F%2B%2FfR2XZRE3Q7c%2BcUH98Q%3D%3D&trackingId=fImG1FN3mqOKjFysIccDkw%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://jp.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918958006?position=4&pageNum=62&refId=zFLlHYOklNghNqc5H5wHeg%3D%3D&trackingId=WD%2B0Wti%2FEdhUVqRVIFR%2FCQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://jp.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918956027?position=6&pageNum=45&refId=c3IIxVPPuCAd6X%2B9eAfStA%3D%3D&trackingId=UcpNg1sflvPcannqUbWp9Q%3D%3D&trk=public_jobs_jserp-result_search-card
"Full stack Developer, Trilogy (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,[],1 week ago,Not mentioned,https://mx.linkedin.com/jobs/view/full-stack-developer-trilogy-remote-%24100-000-year-usd-at-crossover-3918951923?position=2&pageNum=60&refId=11dLN08Bn3KEU19lv2RyJw%3D%3D&trackingId=bNTnSuMHG9M9TSPyAEdjcQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Development Team Lead, gt.school (Remote) - $100,000/year USD",Crossover,https://www.devjobsscanner.com/company/crossover,['lead'],1 week ago,Not mentioned,https://ar.linkedin.com/jobs/view/development-team-lead-gt-school-remote-%24100-000-year-usd-at-crossover-3918949522?position=7&pageNum=40&refId=6UvPAwIoDVN26%2BwNoBzz7Q%3D%3D&trackingId=W2om2ebZp74ceBYLiXAL1A%3D%3D&trk=public_jobs_jserp-result_search-card
Software Development Engineer in Test (Remote Canada),Milk Moovement,https://www.devjobsscanner.com/company/milk moovement,[],1 week ago,Not mentioned,https://www.glassdoor.com/partner/jobListing.htm?pos=338&ao=1136043&s=58&guid=0000018f70da9400a9dd451b642c35d5&src=GD_JOB_VIEW&t=SR&vt=w&cs=1_ebf9e050&cb=1715585324501&jobListingId=1009124516931&jrtk=5-yul1-0-1htodl51oj33d805-acafb3b76c0b8a5c
